,Scenario,Year,Income Group,Groups,PM2.5 Exposure,NOx Exposure,SO2 Exposure
3,E: 100% RE 2035 Mandate,2030,$125k-$150k,Latinx/Hispanic,0.044041809567436065,0.10158791850203584,0.019488290408637175
4,E: 100% RE 2035 Mandate,2030,$125k-$150k,Indigenous,0.04210804184296276,0.08667786303153355,0.022830774205354273
5,E: 100% RE 2035 Mandate,2030,$125k-$150k,Non-Latinx White,0.050440867824505714,0.11736479542176625,0.028836898427321154
0,E: 100% RE 2035 Mandate,2030,>$150k,Total,0.04416883020995871,0.11064846686797643,0.01773897674718851
1,E: 100% RE 2035 Mandate,2030,>$150k,Black,0.06004324398587042,0.138956545395942,0.019204109824174222
2,E: 100% RE 2035 Mandate,2030,>$150k,Asian,0.04178644479594001,0.09754916337158419,0.01463396251952678
3,E: 100% RE 2035 Mandate,2030,>$150k,Latinx/Hispanic,0.04512015677836124,0.11441613347089803,0.016106714390863287
4,E: 100% RE 2035 Mandate,2030,>$150k,Indigenous,0.04214515276128197,0.09294054574820534,0.016047730689728663
5,E: 100% RE 2035 Mandate,2030,>$150k,Non-Latinx White,0.049163792034846866,0.12507485761956552,0.020352969176553
0,E: 100% RE 2035 Mandate,2035,<$25k,Total,0.003030763096334413,2.7132348924977668e-15,0.001041085887646776
1,E: 100% RE 2035 Mandate,2035,<$25k,Black,0.004051226776668856,1.983120298825676e-15,0.0012987157073827832
2,E: 100% RE 2035 Mandate,2035,<$25k,Asian,0.0023819958509680677,3.643383354011503e-15,0.0010922201651788741
3,E: 100% RE 2035 Mandate,2035,<$25k,Latinx/Hispanic,0.0019338026067541403,2.3194752099536328e-15,0.0008171634403932856
4,E: 100% RE 2035 Mandate,2035,<$25k,Indigenous,0.0016702876130925395,2.9928914293144027e-15,0.0006101520022642436
5,E: 100% RE 2035 Mandate,2035,<$25k,Non-Latinx White,0.0025808171208869138,3.4843532965634416e-15,0.0008971086567496277
0,E: 100% RE 2035 Mandate,2035,$25k-$50k,Total,0.0030920571303063495,4.115250971760058e-15,0.0010464613646043253
1,E: 100% RE 2035 Mandate,2035,$25k-$50k,Black,0.004600217107037729,1.9808431833555503e-15,0.0014313312256047743
2,E: 100% RE 2035 Mandate,2035,$25k-$50k,Asian,0.0024795193447689212,3.568140235804967e-15,0.00107291454696706
3,E: 100% RE 2035 Mandate,2035,$25k-$50k,Latinx/Hispanic,0.00236002322354273,3.3519329798891973e-15,0.0009927477788929792
4,E: 100% RE 2035 Mandate,2035,$25k-$50k,Indigenous,0.0020593331949526074,6.185568221843602e-15,0.0007176384234594398
5,E: 100% RE 2035 Mandate,2035,$25k-$50k,Non-Latinx White,0.0031005279647616153,4.935203902501302e-15,0.0010340190007680989
0,E: 100% RE 2035 Mandate,2035,$50k-$75k,Total,0.002508215250215599,3.840383545646883e-15,0.0009374942167153633
1,E: 100% RE 2035 Mandate,2035,$50k-$75k,Black,0.004185001067830353,2.217200677597229e-15,0.0013865507588745796
2,E: 100% RE 2035 Mandate,2035,$50k-$75k,Asian,0.002318382275965825,3.2017474170551965e-15,0.0010435769929958573
3,E: 100% RE 2035 Mandate,2035,$50k-$75k,Latinx/Hispanic,0.002346104637096233,3.3977029428373412e-15,0.0010489019290028153
4,E: 100% RE 2035 Mandate,2035,$50k-$75k,Indigenous,0.0019388318345335924,5.553926962496579e-15,0.0007694108650466036
5,E: 100% RE 2035 Mandate,2035,$50k-$75k,Non-Latinx White,0.0026402110272150878,4.471792314715587e-15,0.0009769004917410849
0,E: 100% RE 2035 Mandate,2035,$75k-$100k,Total,0.0023159818065586284,3.128647322388637e-15,0.0009550178551920693
1,E: 100% RE 2035 Mandate,2035,$75k-$100k,Black,0.0035292685480120115,2.3029774699805166e-15,0.0013303103894635503
2,E: 100% RE 2035 Mandate,2035,$75k-$100k,Asian,0.0021784025332122568,2.9670826241880633e-15,0.0010580556194541447
3,E: 100% RE 2035 Mandate,2035,$75k-$100k,Latinx/Hispanic,0.002330348607872894,2.811101672553983e-15,0.0010810416333378173
4,E: 100% RE 2035 Mandate,2035,$75k-$100k,Indigenous,0.0019289754975542511,3.811233187600504e-15,0.0008424765716387359
5,E: 100% RE 2035 Mandate,2035,$75k-$100k,Non-Latinx White,0.0026001584074662287,3.6982733499236046e-15,0.0010543329009210665
0,E: 100% RE 2035 Mandate,2035,$100k-$125k,Total,0.002287987263885922,2.6348666513311814e-15,0.0010088530531099744
1,E: 100% RE 2035 Mandate,2035,$100k-$125k,Black,0.003362652770638473,2.2713011301448915e-15,0.0014006058704639469
2,E: 100% RE 2035 Mandate,2035,$100k-$125k,Asian,0.0023355409747488707,2.7093249544554153e-15,0.0011861941676085752
3,E: 100% RE 2035 Mandate,2035,$100k-$125k,Latinx/Hispanic,0.0024887936567619708,2.536541189629334e-15,0.0011948566233865201
4,E: 100% RE 2035 Mandate,2035,$100k-$125k,Indigenous,0.002370740151125383,3.245197992760489e-15,0.0010865453568783155
5,E: 100% RE 2035 Mandate,2035,$100k-$125k,Non-Latinx White,0.002573216738807754,3.067788847463055e-15,0.001111107182610211
0,E: 100% RE 2035 Mandate,2035,$125k-$150k,Total,0.002292628458428692,2.554192455260419e-15,0.0010647456221630556
1,E: 100% RE 2035 Mandate,2035,$125k-$150k,Black,0.0035538657314021704,2.3600948533707644e-15,0.0016306763106960429
2,E: 100% RE 2035 Mandate,2035,$125k-$150k,Asian,0.0025126427365312273,2.830314239396335e-15,0.0012551713070228746
3,E: 100% RE 2035 Mandate,2035,$125k-$150k,Latinx/Hispanic,0.002587548201707977,2.4558731969160067e-15,0.0012501642639443588
4,E: 100% RE 2035 Mandate,2035,$125k-$150k,Indigenous,0.0024760356412921454,3.1816103932084456e-15,0.0011666416318707618
5,E: 100% RE 2035 Mandate,2035,$125k-$150k,Non-Latinx White,0.002579038696240363,2.960235231184282e-15,0.001179677420246524
0,E: 100% RE 2035 Mandate,2035,>$150k,Total,0.002569550449154766,2.3062744931371707e-15,0.0013432453066116237
1,E: 100% RE 2035 Mandate,2035,>$150k,Black,0.0034925101392589628,2.2019204180792657e-15,0.001737963525110955
2,E: 100% RE 2035 Mandate,2035,>$150k,Asian,0.0027057713680597,2.5625337354965327e-15,0.0015098276759293405
3,E: 100% RE 2035 Mandate,2035,>$150k,Latinx/Hispanic,0.0027292121184359416,2.1632285287953488e-15,0.0014303880225594505
4,E: 100% RE 2035 Mandate,2035,>$150k,Indigenous,0.0026439523897857737,2.4843120829726546e-15,0.0013619914467737858
5,E: 100% RE 2035 Mandate,2035,>$150k,Non-Latinx White,0.002799881060556825,2.523894203370127e-15,0.0014473126529742143
0,E: 100% RE 2035 Mandate,2040,<$25k,Total,0.0075103789842611065,8.447643534661414e-14,0.002432238752648288
1,E: 100% RE 2035 Mandate,2040,<$25k,Black,0.010352966438241039,1.0034815593245502e-13,0.0032436379240934083
2,E: 100% RE 2035 Mandate,2040,<$25k,Asian,0.004387214248770011,1.0506232352041322e-13,0.001525695556104673
3,E: 100% RE 2035 Mandate,2040,<$25k,Latinx/Hispanic,0.0038106281524969777,1.5199157843628554e-13,0.001219268987065269
4,E: 100% RE 2035 Mandate,2040,<$25k,Indigenous,0.0034797005517375585,5.38459835782471e-14,0.0010202030212002763
5,E: 100% RE 2035 Mandate,2040,<$25k,Non-Latinx White,0.0064963416547944705,5.212583816161221e-14,0.002190018301107158
0,E: 100% RE 2035 Mandate,2040,$25k-$50k,Total,0.0069038450455580335,4.7903914989901613e-14,0.0021268027420950886
1,E: 100% RE 2035 Mandate,2040,$25k-$50k,Black,0.01052815391220714,9.946170009759726e-14,0.0030011950088803634
2,E: 100% RE 2035 Mandate,2040,$25k-$50k,Asian,0.0045589454332960605,1.4561780401332696e-13,0.0014436527926600198
3,E: 100% RE 2035 Mandate,2040,$25k-$50k,Latinx/Hispanic,0.0037004027093835608,8.066206799153812e-14,0.001135060379668691
4,E: 100% RE 2035 Mandate,2040,$25k-$50k,Indigenous,0.004028003740641962,2.7826209673389697e-14,0.00111398956804341
5,E: 100% RE 2035 Mandate,2040,$25k-$50k,Non-Latinx White,0.0071492224547868195,2.9030438092884535e-14,0.0022599389793378087
0,E: 100% RE 2035 Mandate,2040,$50k-$75k,Total,0.005131587014984565,5.5729691632178e-14,0.0016564463852434066
1,E: 100% RE 2035 Mandate,2040,$50k-$75k,Black,0.00888141098607987,1.1733473103686157e-13,0.002496758445664616
2,E: 100% RE 2035 Mandate,2040,$50k-$75k,Asian,0.0038938609996504916,1.3098594585306956e-13,0.001257299160289825
3,E: 100% RE 2035 Mandate,2040,$50k-$75k,Latinx/Hispanic,0.003440768180109641,8.263239917359462e-14,0.001085695381925194
4,E: 100% RE 2035 Mandate,2040,$50k-$75k,Indigenous,0.0032524165629141994,3.532273800741501e-14,0.0009686685346428317
5,E: 100% RE 2035 Mandate,2040,$50k-$75k,Non-Latinx White,0.0055499367099609035,4.861371644943043e-14,0.001835022162398024
0,E: 100% RE 2035 Mandate,2040,$75k-$100k,Total,0.004474243948939837,9.46812084575142e-14,0.001467133394612643
1,E: 100% RE 2035 Mandate,2040,$75k-$100k,Black,0.007638181508148849,1.4757267689800908e-13,0.002186821723409411
2,E: 100% RE 2035 Mandate,2040,$75k-$100k,Asian,0.003571265714142265,1.3588149668456898e-13,0.0011996738052681328
3,E: 100% RE 2035 Mandate,2040,$75k-$100k,Latinx/Hispanic,0.0034756321812333033,1.0642071229105373e-13,0.00110830144396361
4,E: 100% RE 2035 Mandate,2040,$75k-$100k,Indigenous,0.0030771148353661982,4.860966259193794e-14,0.0009535095053131623
5,E: 100% RE 2035 Mandate,2040,$75k-$100k,Non-Latinx White,0.0051016255356489655,1.0210562106833085e-13,0.0016966209052368423
0,E: 100% RE 2035 Mandate,2040,$100k-$125k,Total,0.0044987015091654085,1.393640653853026e-13,0.0014669117787655768
1,E: 100% RE 2035 Mandate,2040,$100k-$125k,Black,0.0073615010496043765,1.5774346943548893e-13,0.0021215965517662368
2,E: 100% RE 2035 Mandate,2040,$100k-$125k,Asian,0.003935955029848078,1.6075748620528301e-13,0.001321539650090571
3,E: 100% RE 2035 Mandate,2040,$100k-$125k,Latinx/Hispanic,0.003960491528671656,1.3529833600088152e-13,0.0012549787872951823
4,E: 100% RE 2035 Mandate,2040,$100k-$125k,Indigenous,0.0038812581866432146,7.897460797698996e-14,0.0012075338812899397
5,E: 100% RE 2035 Mandate,2040,$100k-$125k,Non-Latinx White,0.005157537774224257,1.6041749977949897e-13,0.0016947043881736707
0,E: 100% RE 2035 Mandate,2040,$125k-$150k,Total,0.004791836772435559,1.5344808790968957e-13,0.0015693425528201582
1,E: 100% RE 2035 Mandate,2040,$125k-$150k,Black,0.007860122027053842,1.2823598163958896e-13,0.0024220310032669135
2,E: 100% RE 2035 Mandate,2040,$125k-$150k,Asian,0.004556182312416477,1.7132548827781933e-13,0.0014810983192552203
3,E: 100% RE 2035 Mandate,2040,$125k-$150k,Latinx/Hispanic,0.004681589818777731,1.4029925210172254e-13,0.0014818015917630795
4,E: 100% RE 2035 Mandate,2040,$125k-$150k,Indigenous,0.004440748446681173,7.579605469975545e-14,0.0013960380835129527
5,E: 100% RE 2035 Mandate,2040,$125k-$150k,Non-Latinx White,0.005516458977791528,1.8137488696773443e-13,0.0018146346512198895
0,E: 100% RE 2035 Mandate,2040,>$150k,Total,0.005110335766916211,1.917466982963579e-13,0.0018398520346576811
1,E: 100% RE 2035 Mandate,2040,>$150k,Black,0.00749474022071365,1.839373593956043e-13,0.0025172419852734014
2,E: 100% RE 2035 Mandate,2040,>$150k,Asian,0.004568830192959564,1.6693410112945471e-13,0.0016596443885123877
3,E: 100% RE 2035 Mandate,2040,>$150k,Latinx/Hispanic,0.005099842338481644,1.8195902196206932e-13,0.0018010685929230777
4,E: 100% RE 2035 Mandate,2040,>$150k,Indigenous,0.004821902370374714,9.190695061959905e-14,0.001680896160957459
5,E: 100% RE 2035 Mandate,2040,>$150k,Non-Latinx White,0.0057126882384114,2.201011500813303e-13,0.002058215606249939
0,E: 100% RE 2035 Mandate,2045,<$25k,Total,0.0075103789842611065,8.447643534661414e-14,0.002432238752648288
1,E: 100% RE 2035 Mandate,2045,<$25k,Black,0.010352966438241039,1.0034815593245502e-13,0.0032436379240934083
2,E: 100% RE 2035 Mandate,2045,<$25k,Asian,0.004387214248770011,1.0506232352041322e-13,0.001525695556104673
3,E: 100% RE 2035 Mandate,2045,<$25k,Latinx/Hispanic,0.0038106281524969777,1.5199157843628554e-13,0.001219268987065269
4,E: 100% RE 2035 Mandate,2045,<$25k,Indigenous,0.0034797005517375585,5.38459835782471e-14,0.0010202030212002763
5,E: 100% RE 2035 Mandate,2045,<$25k,Non-Latinx White,0.0064963416547944705,5.212583816161221e-14,0.002190018301107158
0,E: 100% RE 2035 Mandate,2045,$25k-$50k,Total,0.0069038450455580335,4.7903914989901613e-14,0.0021268027420950886
1,E: 100% RE 2035 Mandate,2045,$25k-$50k,Black,0.01052815391220714,9.946170009759726e-14,0.0030011950088803634
2,E: 100% RE 2035 Mandate,2045,$25k-$50k,Asian,0.0045589454332960605,1.4561780401332696e-13,0.0014436527926600198
3,E: 100% RE 2035 Mandate,2045,$25k-$50k,Latinx/Hispanic,0.0037004027093835608,8.066206799153812e-14,0.001135060379668691
4,E: 100% RE 2035 Mandate,2045,$25k-$50k,Indigenous,0.004028003740641962,2.7826209673389697e-14,0.00111398956804341
5,E: 100% RE 2035 Mandate,2045,$25k-$50k,Non-Latinx White,0.0071492224547868195,2.9030438092884535e-14,0.0022599389793378087
0,E: 100% RE 2035 Mandate,2045,$50k-$75k,Total,0.005131587014984565,5.5729691632178e-14,0.0016564463852434066
1,E: 100% RE 2035 Mandate,2045,$50k-$75k,Black,0.00888141098607987,1.1733473103686157e-13,0.002496758445664616
2,E: 100% RE 2035 Mandate,2045,$50k-$75k,Asian,0.0038938609996504916,1.3098594585306956e-13,0.001257299160289825
3,E: 100% RE 2035 Mandate,2045,$50k-$75k,Latinx/Hispanic,0.003440768180109641,8.263239917359462e-14,0.001085695381925194
4,E: 100% RE 2035 Mandate,2045,$50k-$75k,Indigenous,0.0032524165629141994,3.532273800741501e-14,0.0009686685346428317
5,E: 100% RE 2035 Mandate,2045,$50k-$75k,Non-Latinx White,0.0055499367099609035,4.861371644943043e-14,0.001835022162398024
0,E: 100% RE 2035 Mandate,2045,$75k-$100k,Total,0.004474243948939837,9.46812084575142e-14,0.001467133394612643
1,E: 100% RE 2035 Mandate,2045,$75k-$100k,Black,0.007638181508148849,1.4757267689800908e-13,0.002186821723409411
2,E: 100% RE 2035 Mandate,2045,$75k-$100k,Asian,0.003571265714142265,1.3588149668456898e-13,0.0011996738052681328
3,E: 100% RE 2035 Mandate,2045,$75k-$100k,Latinx/Hispanic,0.0034756321812333033,1.0642071229105373e-13,0.00110830144396361
4,E: 100% RE 2035 Mandate,2045,$75k-$100k,Indigenous,0.0030771148353661982,4.860966259193794e-14,0.0009535095053131623
5,E: 100% RE 2035 Mandate,2045,$75k-$100k,Non-Latinx White,0.0051016255356489655,1.0210562106833085e-13,0.0016966209052368423
0,E: 100% RE 2035 Mandate,2045,$100k-$125k,Total,0.0044987015091654085,1.393640653853026e-13,0.0014669117787655768
1,E: 100% RE 2035 Mandate,2045,$100k-$125k,Black,0.0073615010496043765,1.5774346943548893e-13,0.0021215965517662368
2,E: 100% RE 2035 Mandate,2045,$100k-$125k,Asian,0.003935955029848078,1.6075748620528301e-13,0.001321539650090571
3,E: 100% RE 2035 Mandate,2045,$100k-$125k,Latinx/Hispanic,0.003960491528671656,1.3529833600088152e-13,0.0012549787872951823
4,E: 100% RE 2035 Mandate,2045,$100k-$125k,Indigenous,0.0038812581866432146,7.897460797698996e-14,0.0012075338812899397
5,E: 100% RE 2035 Mandate,2045,$100k-$125k,Non-Latinx White,0.005157537774224257,1.6041749977949897e-13,0.0016947043881736707
0,E: 100% RE 2035 Mandate,2045,$125k-$150k,Total,0.004791836772435559,1.5344808790968957e-13,0.0015693425528201582
1,E: 100% RE 2035 Mandate,2045,$125k-$150k,Black,0.007860122027053842,1.2823598163958896e-13,0.0024220310032669135
2,E: 100% RE 2035 Mandate,2045,$125k-$150k,Asian,0.004556182312416477,1.7132548827781933e-13,0.0014810983192552203
3,E: 100% RE 2035 Mandate,2045,$125k-$150k,Latinx/Hispanic,0.004681589818777731,1.4029925210172254e-13,0.0014818015917630795
4,E: 100% RE 2035 Mandate,2045,$125k-$150k,Indigenous,0.004440748446681173,7.579605469975545e-14,0.0013960380835129527
5,E: 100% RE 2035 Mandate,2045,$125k-$150k,Non-Latinx White,0.005516458977791528,1.8137488696773443e-13,0.0018146346512198895
0,E: 100% RE 2035 Mandate,2045,>$150k,Total,0.005110335766916211,1.917466982963579e-13,0.0018398520346576811
1,E: 100% RE 2035 Mandate,2045,>$150k,Black,0.00749474022071365,1.839373593956043e-13,0.0025172419852734014
2,E: 100% RE 2035 Mandate,2045,>$150k,Asian,0.004568830192959564,1.6693410112945471e-13,0.0016596443885123877
3,E: 100% RE 2035 Mandate,2045,>$150k,Latinx/Hispanic,0.005099842338481644,1.8195902196206932e-13,0.0018010685929230777
4,E: 100% RE 2035 Mandate,2045,>$150k,Indigenous,0.004821902370374714,9.190695061959905e-14,0.001680896160957459
5,E: 100% RE 2035 Mandate,2045,>$150k,Non-Latinx White,0.0057126882384114,2.201011500813303e-13,0.002058215606249939
0,E: 100% RE 2035 Mandate,2050,<$25k,Total,0.008239328496950036,1.3959372444631723e-13,0.0026508255846669896
1,E: 100% RE 2035 Mandate,2050,<$25k,Black,0.01147567611227598,1.6582266557679486e-13,0.0035880004436793507
2,E: 100% RE 2035 Mandate,2050,<$25k,Asian,0.004589325368053304,1.7358897234500813e-13,0.0015368653167725523
3,E: 100% RE 2035 Mandate,2050,<$25k,Latinx/Hispanic,0.003978873442496281,2.511119249556571e-13,0.001246987918505617
4,E: 100% RE 2035 Mandate,2050,<$25k,Indigenous,0.005441383022991222,8.896643947830981e-14,0.0017685454919367173
5,E: 100% RE 2035 Mandate,2050,<$25k,Non-Latinx White,0.007004115310006973,8.615184207754817e-14,0.0023353147823232663
0,E: 100% RE 2035 Mandate,2050,$25k-$50k,Total,0.0077917397744068275,7.917422645136431e-14,0.00240172360451395
1,E: 100% RE 2035 Mandate,2050,$25k-$50k,Black,0.01240796422263523,1.643587661481718e-13,0.003613142711497833
2,E: 100% RE 2035 Mandate,2050,$25k-$50k,Asian,0.004847752871070524,2.405812978488089e-13,0.0014764794214458872
3,E: 100% RE 2035 Mandate,2050,$25k-$50k,Latinx/Hispanic,0.004054437908566241,1.3327604317183776e-13,0.0012068595753704481
4,E: 100% RE 2035 Mandate,2050,$25k-$50k,Indigenous,0.005683607645172943,4.5986816112706256e-14,0.001727006326833124
5,E: 100% RE 2035 Mandate,2050,$25k-$50k,Non-Latinx White,0.00793149139101143,4.7999149595489444e-14,0.0024993318384274924
0,E: 100% RE 2035 Mandate,2050,$50k-$75k,Total,0.00555074517120048,9.209703411537795e-14,0.0017501502261248485
1,E: 100% RE 2035 Mandate,2050,$50k-$75k,Black,0.010119687080063737,1.9388064587614475e-13,0.002853362514799059
2,E: 100% RE 2035 Mandate,2050,$50k-$75k,Asian,0.004009643628308795,2.1640778252934828e-13,0.0012139813920267323
3,E: 100% RE 2035 Mandate,2050,$50k-$75k,Latinx/Hispanic,0.003574483342794509,1.365298200155895e-13,0.0010466812110158873
4,E: 100% RE 2035 Mandate,2050,$50k-$75k,Indigenous,0.0036611825154788573,5.837086294449176e-14,0.0010795370244388988
5,E: 100% RE 2035 Mandate,2050,$50k-$75k,Non-Latinx White,0.005964653193211942,8.034591635002748e-14,0.0019282145668710912
0,E: 100% RE 2035 Mandate,2050,$75k-$100k,Total,0.0045718509900384025,1.5644017681215965e-13,0.0014190291699318434
1,E: 100% RE 2035 Mandate,2050,$75k-$100k,Black,0.007982904554691072,2.4383060247715196e-13,0.0021514221872506187
2,E: 100% RE 2035 Mandate,2050,$75k-$100k,Asian,0.0035059907708936203,2.2449186427879301e-13,0.001064804264903021
3,E: 100% RE 2035 Mandate,2050,$75k-$100k,Latinx/Hispanic,0.0033777878690931288,1.7582794320435046e-13,0.0009543042427152647
4,E: 100% RE 2035 Mandate,2050,$75k-$100k,Indigenous,0.0031981441922958823,8.032018231355218e-14,0.000930030479811533
5,E: 100% RE 2035 Mandate,2050,$75k-$100k,Non-Latinx White,0.005223485637406899,1.687102779522776e-13,0.0016555939969943702
0,E: 100% RE 2035 Mandate,2050,$100k-$125k,Total,0.004450339424263485,2.3025388518060593e-13,0.0013422082228794303
1,E: 100% RE 2035 Mandate,2050,$100k-$125k,Black,0.006942934577030616,2.606349404469179e-13,0.0017441556026122369
2,E: 100% RE 2035 Mandate,2050,$100k-$125k,Asian,0.0038434683390850834,2.6558705621026675e-13,0.0011620238874105878
3,E: 100% RE 2035 Mandate,2050,$100k-$125k,Latinx/Hispanic,0.0036356213036659872,2.2353472142952566e-13,0.0009710169046325673
4,E: 100% RE 2035 Mandate,2050,$100k-$125k,Indigenous,0.003721594317296588,1.3048663787911694e-13,0.0010240214131971277
5,E: 100% RE 2035 Mandate,2050,$100k-$125k,Non-Latinx White,0.005150472654489725,2.6503835576788816e-13,0.0015816959227491244
0,E: 100% RE 2035 Mandate,2050,$125k-$150k,Total,0.004584595070878573,2.535207933375416e-13,0.0013421858105523313
1,E: 100% RE 2035 Mandate,2050,$125k-$150k,Black,0.007129510032859824,2.1189383240415627e-13,0.0018494307641006517
2,E: 100% RE 2035 Mandate,2050,$125k-$150k,Asian,0.004272675058207143,2.830476355145054e-13,0.0012092112482017523
3,E: 100% RE 2035 Mandate,2050,$125k-$150k,Latinx/Hispanic,0.00412489296783316,2.3180023618686857e-13,0.0010512831553407523
4,E: 100% RE 2035 Mandate,2050,$125k-$150k,Indigenous,0.004028292343575232,1.2523985534235035e-13,0.0010600922883753495
5,E: 100% RE 2035 Mandate,2050,$125k-$150k,Non-Latinx White,0.005330521819455746,2.9965994068340683e-13,0.0015836083858586007
0,E: 100% RE 2035 Mandate,2050,>$150k,Total,0.004508138656110423,3.1679218761683553e-13,0.0013337450886372088
1,E: 100% RE 2035 Mandate,2050,>$150k,Black,0.006437616180232523,3.039092620343687e-13,0.0016948996162618705
2,E: 100% RE 2035 Mandate,2050,>$150k,Asian,0.0038746467797165806,2.757973590320131e-13,0.0011096449150822588
3,E: 100% RE 2035 Mandate,2050,>$150k,Latinx/Hispanic,0.004267157496426725,3.006274090098754e-13,0.0011484886595982484
4,E: 100% RE 2035 Mandate,2050,>$150k,Indigenous,0.004088184611853146,1.5185916419666794e-13,0.0010860634208746506
5,E: 100% RE 2035 Mandate,2050,>$150k,Non-Latinx White,0.005084774132883464,3.6363692231382476e-13,0.0015199695261528205
0,F: 100% RE 2050 Mandate,2020,<$25k,Total,0.9862415024521299,1.0178138670262804,0.8282457270775776
1,F: 100% RE 2050 Mandate,2020,<$25k,Black,1.152937634021104,1.2191927109814247,0.9469834227790215
2,F: 100% RE 2050 Mandate,2020,<$25k,Asian,0.7707377149945258,0.8587913099568566,0.6532416551178372
3,F: 100% RE 2050 Mandate,2020,<$25k,Latinx/Hispanic,0.6288161253186122,0.7968936919251335,0.5300788036199134
4,F: 100% RE 2050 Mandate,2020,<$25k,Indigenous,0.5648334545443512,0.6231507725196952,0.6926877938756474
5,F: 100% RE 2050 Mandate,2020,<$25k,Non-Latinx White,0.9978895532434878,0.9524260078299304,0.847838612151674
0,F: 100% RE 2050 Mandate,2020,$25k-$50k,Total,0.9492257263460001,0.8626007502009376,0.7343680864781263
1,F: 100% RE 2050 Mandate,2020,$25k-$50k,Black,1.1416643584713015,1.124417711467661,0.8031664188926566
2,F: 100% RE 2050 Mandate,2020,$25k-$50k,Asian,0.6783274704195719,0.7774221901212508,0.5036789485674587
3,F: 100% RE 2050 Mandate,2020,$25k-$50k,Latinx/Hispanic,0.60601971397501,0.6583931957505528,0.4907823527852447
4,F: 100% RE 2050 Mandate,2020,$25k-$50k,Indigenous,0.6811712473869359,0.5707452650226337,0.5051505606594431
5,F: 100% RE 2050 Mandate,2020,$25k-$50k,Non-Latinx White,1.037978825502717,0.8997082555017513,0.8224643898036007
0,F: 100% RE 2050 Mandate,2020,$50k-$75k,Total,0.8544341614172057,0.8280441061287444,0.686416273285295
1,F: 100% RE 2050 Mandate,2020,$50k-$75k,Black,1.1163081385550324,1.1221817730652117,0.7095603341209491
2,F: 100% RE 2050 Mandate,2020,$50k-$75k,Asian,0.6225281401351869,0.7193984283607783,0.4392865682120122
3,F: 100% RE 2050 Mandate,2020,$50k-$75k,Latinx/Hispanic,0.5812772542629483,0.6349327538571977,0.4302484288446433
4,F: 100% RE 2050 Mandate,2020,$50k-$75k,Indigenous,0.6489102357465321,0.59435722849876,0.5010023254204086
5,F: 100% RE 2050 Mandate,2020,$50k-$75k,Non-Latinx White,0.9657051586733504,0.9184231896876297,0.8050962955768335
0,F: 100% RE 2050 Mandate,2020,$75k-$100k,Total,0.7459447914658025,0.8084113053507544,0.5671196468345312
1,F: 100% RE 2050 Mandate,2020,$75k-$100k,Black,1.0975444586898648,1.1580446262929671,0.6262101607428621
2,F: 100% RE 2050 Mandate,2020,$75k-$100k,Asian,0.597296632901539,0.6941750836833318,0.3925877905708823
3,F: 100% RE 2050 Mandate,2020,$75k-$100k,Latinx/Hispanic,0.5916581238939972,0.6776537939543116,0.40892918080269336
4,F: 100% RE 2050 Mandate,2020,$75k-$100k,Indigenous,0.5786804243276426,0.5829816305764054,0.4382603184368244
5,F: 100% RE 2050 Mandate,2020,$75k-$100k,Non-Latinx White,0.8641813051385715,0.9331715791904364,0.6835647899480112
0,F: 100% RE 2050 Mandate,2020,$100k-$125k,Total,0.7495614856249432,0.8610203292318805,0.5105327740203743
1,F: 100% RE 2050 Mandate,2020,$100k-$125k,Black,1.1769541335569236,1.2628407539386126,0.6546717035608782
2,F: 100% RE 2050 Mandate,2020,$100k-$125k,Asian,0.6520272242381439,0.7584981187276552,0.39215323763933163
3,F: 100% RE 2050 Mandate,2020,$100k-$125k,Latinx/Hispanic,0.6639875264366656,0.772537368847212,0.42548787909580627
4,F: 100% RE 2050 Mandate,2020,$100k-$125k,Indigenous,0.7060178345463677,0.7372041864291901,0.49172469584285405
5,F: 100% RE 2050 Mandate,2020,$100k-$125k,Non-Latinx White,0.863511511201846,0.9974914728712903,0.606522384470269
0,F: 100% RE 2050 Mandate,2020,$125k-$150k,Total,0.8345757639054233,0.9313486360923467,0.5267990298190457
1,F: 100% RE 2050 Mandate,2020,$125k-$150k,Black,1.319847336031094,1.3644327075678928,0.6816913555276527
2,F: 100% RE 2050 Mandate,2020,$125k-$150k,Asian,0.792977336292842,0.8732432458839725,0.4602016441575757
3,F: 100% RE 2050 Mandate,2020,$125k-$150k,Latinx/Hispanic,0.8406314902120553,0.9215543591612337,0.5263178527792566
4,F: 100% RE 2050 Mandate,2020,$125k-$150k,Indigenous,0.8667073611398368,0.8700767604559299,0.5674458805681495
5,F: 100% RE 2050 Mandate,2020,$125k-$150k,Non-Latinx White,0.9640553702842258,1.0852057538424684,0.6244269714739947
0,F: 100% RE 2050 Mandate,2020,>$150k,Total,0.8396736707745504,1.0085029941341497,0.4787122128656827
1,F: 100% RE 2050 Mandate,2020,>$150k,Black,1.2281366768360285,1.3884128345996678,0.7130055465289832
2,F: 100% RE 2050 Mandate,2020,>$150k,Asian,0.7547460310234212,0.8704367594037947,0.40254950527486666
3,F: 100% RE 2050 Mandate,2020,>$150k,Latinx/Hispanic,0.8346403353648782,0.9981263986478996,0.482508052983236
4,F: 100% RE 2050 Mandate,2020,>$150k,Indigenous,0.9232609369224923,0.9551832972290094,0.5489277825745916
